学号,姓名,年龄,性别,联系方式,班级,语文,数学,英语,物理,化学,生物,政治,历史,地理,总分
202102428,fryptv,20,女,18154069942,129,95,112,30,23,43,64,54,28,95,544
202102429,jbjuus,19,女,17845062412,34,98,122,84,31,75,67,37,32,71,617
202102430,aswste,21,女,18935774755,80,37,95,60,92,2,49,63,49,67,514
202102431,arnpqw,25,男,18872656659,63,121,37,23,3,37,90,45,76,88,520
202102432,lxadbo,26,男,13340647656,126,54,43,150,6,87,4,38,4,76,462
202102433,nkdanz,17,女,18034257766,98,82,34,147,12,79,25,72,6,46,503
202102434,kfnrqf,21,女,13138833754,35,70,18,54,79,40,2,72,38,27,400
202102435,qmcuuh,26,男,17857259805,61,140,0,121,94,56,42,88,94,13,648
202102436,jsbmuy,25,男,14926595487,125,59,106,130,39,59,59,33,45,3,533
202102437,scxnjo,22,女,18570749585,29,139,139,88,23,77,93,14,1,99,673
202102438,gerylb,24,女,13398833007,58,121,29,34,0,60,32,28,20,21,345
202102439,bmkbwr,20,女,18790521285,108,106,71,52,81,34,95,88,3,14,544
202102440,exwllp,16,女,17738008559,76,118,117,64,66,21,82,27,43,42,580
202102441,hckmdi,23,女,17325701440,40,92,78,6,50,38,8,18,89,24,403
202102442,srcoee,17,女,18629234852,137,52,51,5,71,24,52,96,50,26,427
202102443,vxudjs,18,男,17529163128,41,41,80,80,88,64,77,77,38,86,631
202102444,gjbztp,23,男,18161406835,28,19,30,59,46,71,37,21,86,23,392
202102445,zddnuw,18,女,18926138037,52,33,12,8,83,71,43,31,52,60,393
202102446,etjyyu,21,男,18180340896,142,104,68,29,17,93,53,33,20,16,433
202102447,xniydu,16,男,18870833139,151,47,76,82,65,99,13,90,43,76,591
202102448,frujnq,19,男,18831069126,33,98,1,55,49,29,9,3,62,94,400
202102449,rjrydc,17,男,17843722628,109,91,27,98,97,37,15,18,96,30,509
202102450,kontpc,23,男,15345482731,23,11,75,132,83,54,8,40,8,46,457
202102451,dmgwnl,20,男,15872582173,45,113,55,36,83,80,92,19,37,98,613
202102452,loozqc,18,男,13358442535,162,67,1,142,25,80,63,57,17,4,456
202102453,axackn,17,男,15776244411,64,26,94,84,37,92,78,41,42,19,513
202102454,mmkqzm,19,男,18680150718,90,19,51,59,12,8,56,28,93,64,390
202102455,puijqi,25,男,15397907018,18,90,43,35,36,2,31,92,87,44,460
202102456,tdtmbz,26,男,17816464489,100,88,138,140,33,48,8,47,74,57,633
202102457,pkhusv,25,男,13531829313,32,62,101,11,20,25,85,95,13,60,472
202102458,ymlfsg,16,女,13517405587,84,143,116,10,92,37,5,13,95,14,525
202102459,jsagzn,25,男,18568245340,3,83,93,93,41,58,61,84,19,77,609
202102460,tflfzz,24,女,18960186621,19,144,68,115,35,10,95,25,86,81,659
202102461,mnoqnb,16,女,17573076781,37,145,3,82,14,60,100,19,21,14,458
202102462,uuidbx,22,女,15735565009,100,65,146,98,81,3,63,58,1,32,547
202102463,hddiad,22,女,18877744593,77,148,117,104,64,49,20,35,72,64,673
202102464,uiewdc,21,女,15336763166,6,89,2,31,59,63,51,74,99,74,542
202102465,kkuqcp,17,女,15315733217,152,51,62,47,3,72,56,5,44,58,398
202102466,sbfubb,22,女,18521301487,139,43,127,95,76,60,44,16,47,87,595
202102467,hdujsm,25,女,18984459343,118,17,41,42,86,73,61,33,77,89,519
202102468,nwreov,20,男,18050217212,103,146,73,109,25,21,59,30,65,33,561
202102469,wknyim,25,女,17726485184,56,94,133,97,72,53,66,12,52,66,645
202102470,zfzusz,19,女,18522847651,34,150,150,3,13,33,97,10,81,66,603
202102471,dpqhhg,25,女,14968677009,22,71,56,148,2,52,34,52,58,84,557
202102472,vpbasv,19,男,13692424047,8,6,80,130,42,1,57,86,31,20,453
202102473,wfmxau,23,女,18071339685,160,111,28,147,29,70,21,76,89,11,582
202102474,glqwkv,24,男,13028200580,49,117,123,130,66,41,38,6,18,8,547
202102475,bvteul,17,男,17763440492,164,36,80,93,32,86,86,3,71,31,518
202102476,etzmux,25,男,18072553078,17,92,137,150,11,87,49,65,86,29,706
202102477,bdnzvn,22,女,17535247769,90,48,118,147,30,88,64,67,9,64,635
202102478,qsfzox,21,女,17570038168,164,75,127,43,100,51,11,57,30,35,529
202102479,iisgzv,24,女,17835092876,63,62,141,1,51,45,2,70,31,60,463
202102480,ojtzbg,21,男,17725069498,125,126,103,18,77,100,3,79,69,32,607
202102481,psmbbj,24,男,17825966173,4,3,1,50,29,27,32,92,21,66,321
202102482,snvcsp,25,男,18764109894,165,0,76,3,11,68,60,8,57,68,351
202102483,zmebit,17,男,17845907491,1,76,27,133,42,55,3,79,1,34,450
202102484,mfmhzl,19,女,15815511648,40,145,47,144,89,44,31,88,47,86,721
202102485,ixgixe,23,女,13387449323,87,66,90,44,94,83,17,79,88,100,661
202102486,snssom,18,男,18066798905,152,75,14,94,26,22,40,80,46,16,413
202102487,foyaiz,17,男,14934729244,48,39,150,106,91,16,71,10,99,96,678
202102488,ntunmf,19,女,15824210931,115,130,0,23,56,59,3,91,71,25,458
202102489,lrizye,16,女,18787495553,109,91,23,65,57,15,65,98,25,3,442
202102490,tyuaof,22,男,17590257327,155,11,12,118,88,99,40,90,75,94,627
202102491,bmnqjd,25,女,13081095907,111,63,68,110,37,41,99,0,94,50,562
202102492,mrezhs,18,女,18019678888,104,91,106,85,12,25,57,82,4,69,531
202102493,fcqjoj,25,女,18872297790,38,81,37,25,37,89,85,84,85,92,615
202102494,qdmags,20,女,15326328135,68,4,61,132,3,4,0,44,49,47,344
202102495,vlceup,19,男,18716708644,32,124,86,126,83,97,75,77,27,46,741
202102496,igwfnb,20,男,18920488040,117,133,114,15,100,60,13,66,54,60,615
202102497,tioota,16,女,13583978744,99,8,87,106,63,65,14,16,81,39,479
202102498,xausik,20,女,15739716084,41,37,110,105,53,90,17,13,92,98,615
202102499,mihrld,20,男,15967158755,13,40,127,78,35,12,3,60,99,37,491
202102500,nlkoxj,18,男,15381052339,120,97,72,69,22,23,44,79,89,80,575
202102501,hqodqa,19,男,18655684837,45,45,76,68,74,26,35,6,55,12,397
202102502,yzesna,22,女,17898280368,74,0,81,99,55,86,53,29,66,61,530
202102503,djurlh,17,女,18675888698,102,133,83,45,37,33,37,70,47,95,580
202102504,tzvzhs,17,女,17788505130,128,143,104,110,56,100,53,1,86,69,722
202102505,fwdied,24,男,18674250569,38,69,70,118,46,56,37,60,35,72,563
202102506,eeosws,19,女,18529866543,58,144,70,104,62,30,99,85,7,20,621
202102507,rnosgb,26,男,18741378471,11,72,61,82,27,15,29,67,62,36,451
202102508,pmwcfv,25,男,17575368576,93,71,27,65,39,34,37,32,68,81,454
202102509,vwalvf,22,男,13121062966,54,88,37,9,7,0,84,34,27,48,334
202102510,qkclhy,22,男,17530129721,22,108,124,15,69,71,50,89,3,93,622
202102511,uzfwqe,25,女,13379942260,52,62,12,1,21,44,63,66,95,47,411
202102512,elywwr,16,女,18967929418,58,99,70,78,47,50,17,50,63,61,535
202102513,edsqom,25,男,18126147645,2,64,128,145,36,18,79,30,28,21,549
202102514,vhonrg,23,女,13141112208,11,69,27,1,48,40,13,68,47,95,408
202102515,kropzo,18,女,17361360814,135,61,131,118,27,60,55,5,20,56,533
202102516,gffkst,19,男,15955882813,66,43,97,77,48,86,0,31,29,26,437
202102517,oanlyy,19,男,13535429472,77,127,58,121,14,21,30,53,92,52,568
202102518,stvfyd,20,女,18044449577,79,2,114,127,72,100,19,75,86,6,601
202102519,jkqgje,24,男,18926277552,15,53,18,61,98,100,90,72,100,54,646
202102520,ppupkp,17,男,18585703692,7,42,119,146,38,91,93,30,39,70,668
202102521,yslfaz,24,男,15885879815,73,93,43,128,84,34,21,76,2,76,557
202102522,tzgtze,16,男,13346501566,162,91,17,9,96,80,77,2,9,32,413
202102523,eglkqo,19,女,15355020334,16,15,92,98,80,13,21,5,10,27,361
202102524,xdokvc,22,女,13650954373,90,110,73,20,1,39,17,84,4,86,434
202102525,qpjxdd,20,男,13053678461,160,150,32,27,77,29,86,43,81,74,599
202102526,hutcxz,21,男,18053689759,6,14,100,70,98,23,48,48,82,26,509
202102527,kkkvnj,23,男,17318013594,125,107,132,77,96,56,54,85,15,11,633
202102528,cwqflf,16,女,13528258748,87,60,14,80,44,74,4,0,24,32,332
202102529,lhwrha,17,男,18163964848,103,25,87,6,29,10,11,27,23,20,238
202102530,huvpjw,20,男,17866836202,133,101,17,33,19,0,38,99,31,44,382
202102531,nihbek,16,女,15726511486,102,73,20,74,59,79,63,69,47,78,562
202102532,wsaggk,20,女,18889033141,14,102,145,135,30,60,48,76,5,57,658
202102533,pyudlm,23,男,13095815787,99,61,47,73,35,16,59,53,40,49,433
202102534,pmzxhz,22,男,15363923314,132,57,37,0,66,22,92,90,28,37,429
202102535,fyijyh,21,男,18151348689,130,59,4,88,51,85,88,69,3,20,467
202102536,hrnyuy,20,男,14962909962,128,92,145,40,61,93,40,98,4,8,581
202102537,eizjur,17,男,18678188838,82,143,116,125,94,88,8,87,17,92,770
202102538,hffwrc,20,男,18658683810,161,56,148,60,12,81,13,83,60,8,521
202102539,wkgkzy,17,男,15364515985,145,50,102,56,59,29,83,80,68,86,613
202102540,lguzmn,16,男,17759700000,20,30,99,148,15,61,45,21,15,73,507
202102541,bjkvqb,18,女,13060951267,96,138,71,118,34,52,2,48,4,29,496
202102542,cunjfr,16,男,17828505462,155,142,12,138,88,86,99,38,70,48,721
202102543,uipdmj,18,男,18113077380,165,121,67,9,6,24,6,45,53,58,389
202102544,pcwvme,17,女,17388691398,88,135,93,35,60,80,2,78,55,86,624
202102545,iqyvke,26,男,18785949058,10,143,110,123,8,97,31,60,47,38,657
202102546,lkfuhr,26,男,18747985154,127,95,4,18,47,47,87,68,72,25,463
202102547,czoffd,26,男,18096052258,151,1,31,15,68,63,43,67,42,65,395
202102548,uanrgy,24,男,13577294366,135,8,65,146,58,72,37,71,46,15,518
202102549,vmcomb,18,女,13569800516,121,15,94,127,55,69,27,20,33,20,460
202102550,vfqmjs,23,女,17394454851,87,37,120,58,4,15,27,12,58,55,386
202102551,alzzqh,24,男,17541024891,44,72,58,150,83,79,27,32,3,96,600
202102552,jgkqjt,19,女,13638916196,106,121,49,11,24,90,89,68,97,82,631
202102553,gxeute,26,女,13531870668,25,91,126,120,68,73,22,19,9,64,592
202102554,utefog,20,男,15871570921,152,81,92,68,15,86,54,27,44,24,491
202102555,aggxeb,25,女,13626567436,124,90,98,132,17,23,15,63,71,67,576
202102556,usqgcz,26,男,18591173925,155,57,86,73,56,42,28,86,52,57,537
202102557,vsnqal,23,男,17591937308,69,1,59,60,12,44,90,91,16,36,409
202102558,aysdof,16,男,18851440240,73,1,44,9,0,49,97,78,51,60,389
202102559,mkawcd,19,男,18188015076,5,72,11,68,32,38,22,21,63,74,401
202102560,tzbpjg,18,男,17533646703,137,33,97,134,37,93,12,67,16,2,491
202102561,sofuxe,18,男,18847805301,149,33,21,47,71,9,47,51,61,42,382
202102562,hyjvgh,25,女,13322069253,48,17,120,137,34,2,28,80,51,67,536
202102563,jnufvk,25,女,15762739594,118,150,36,63,70,1,29,91,13,37,490
202102564,rzvhaj,16,女,13158045860,79,126,143,109,47,24,56,64,86,93,748
202102565,xzjapn,24,女,17338327877,34,62,115,78,25,78,33,51,27,86,555
202102566,eenirt,17,女,18595580975,70,117,91,50,78,47,62,45,85,9,584
202102567,pqxlly,18,男,17848710434,153,85,103,120,12,71,93,82,86,89,741
202102568,rxpylz,25,女,13698338108,88,53,72,74,7,20,58,11,50,2,347
202102569,fkldcw,22,男,18943255337,25,29,105,16,55,97,86,47,91,14,540
202102570,uuepsc,23,女,18040076598,104,83,33,126,68,31,16,21,66,65,509
202102571,eqnwfk,25,女,13048101509,94,120,76,38,46,22,23,65,45,51,486
202102572,pjiema,23,女,17714753903,155,95,38,46,77,75,88,76,88,65,648
202102573,nkoxdw,16,女,18188452522,72,73,122,69,14,96,97,77,19,10,577
202102574,ajdtjc,16,女,18774908505,48,12,114,45,66,8,89,81,95,17,527
202102575,zefenb,25,女,17819742619,32,56,53,117,53,86,29,3,10,92,499
202102576,bycspn,19,女,13680401570,52,55,23,136,81,98,2,47,58,29,529
202102577,pwozoz,25,男,15396484587,159,37,85,133,75,37,13,78,37,67,562
202102578,pumwyu,24,女,14926283184,158,25,34,142,10,21,7,92,7,30,368
202102579,knwbyi,21,女,13392033130,15,141,3,148,52,22,43,2,39,66,516
202102580,zeqqqa,25,女,18182652240,68,122,82,50,44,42,17,27,55,97,536
202102581,uolgrv,19,女,15330167037,110,46,113,144,4,16,84,71,27,37,542
202102582,xapino,17,男,17831422735,5,80,52,143,32,55,16,71,49,11,509
202102583,fmpfcv,18,女,18934723830,2,27,64,103,3,41,3,93,51,35,420
202102584,opnkzp,16,男,15918854071,140,144,41,11,13,81,57,90,99,32,568
202102585,uecdoo,23,女,15893254257,138,88,72,56,97,29,36,65,92,44,579
202102586,jeujag,21,男,13047295787,97,73,4,24,26,54,80,20,19,57,357
202102587,fytxmq,22,女,15818515899,139,144,97,139,13,86,36,37,46,84,682
202102588,hsoubt,19,男,17838397065,67,107,72,48,23,55,67,89,59,84,604
202102589,cekngv,26,女,18885317859,3,88,44,83,32,61,20,90,26,51,495
202102590,kcsaxo,16,女,18060760247,16,82,70,83,36,69,10,16,92,99,557
202102591,gzubns,19,男,18643104173,83,10,58,108,85,85,67,35,95,71,614
202102592,ohcbnd,17,男,15781438566,66,98,54,34,48,85,34,0,24,21,398
202102593,ubqhxj,18,女,18189413026,20,25,9,86,21,25,23,72,51,13,325
202102594,johkuq,22,男,15889382388,99,13,72,143,69,44,78,93,59,40,611
202102595,uokrlu,22,女,17784955769,52,126,6,142,46,9,15,48,11,76,479
202102596,vwdehv,22,男,15711187734,74,29,72,127,53,31,79,67,13,94,565
202102597,cozhqk,20,女,13633855088,38,124,30,69,10,16,0,61,71,35,416
202102598,ueumpg,17,男,14974276715,150,123,138,61,34,16,97,67,46,18,600
202102599,kxynkg,25,女,13173615067,98,26,147,16,17,78,92,46,74,93,589
202102600,mbqcgh,17,男,18924391382,87,18,62,88,3,73,4,11,79,72,410
202102601,hifgtn,23,女,15367842465,52,67,7,135,59,37,82,47,8,25,467
202102602,jnlmjg,25,男,13616918898,164,12,141,86,15,13,13,36,37,75,428
202102603,odejog,19,男,15794360629,93,111,5,38,80,95,57,37,62,25,510
202102604,hzzggd,24,女,13544846042,51,115,43,42,3,8,71,20,22,22,346
202102605,kqizqh,19,男,18178599396,103,20,26,41,8,14,40,27,31,12,219
202102606,rdwjth,21,男,17396649935,100,10,56,35,45,97,83,6,22,14,368
202102607,nfyebj,17,女,15896176417,60,2,58,104,3,47,48,7,18,0,287
202102608,utoxjz,21,女,15745733151,65,114,132,141,5,13,16,23,65,84,593
202102609,tkfpnq,22,男,13343198354,113,19,27,145,18,95,55,87,2,50,498
202102610,zywzvz,26,男,18696152329,80,110,36,60,17,8,3,66,24,89,413
202102611,lotehn,20,男,18771064396,119,62,35,123,77,26,91,80,1,89,584
202102612,yxbinv,16,男,13319671249,17,115,147,118,3,54,93,0,19,82,631
202102613,ltyfaf,16,女,15820109439,47,57,150,1,1,100,41,52,78,32,512
202102614,qiluwr,20,女,17724626352,124,3,99,116,77,15,2,53,45,24,434
202102615,xxzbem,24,男,15974514853,148,130,97,119,63,17,26,31,70,93,646
202102616,zgdqqw,17,男,15395702483,5,100,77,93,66,81,2,72,98,84,673
202102617,ayfavh,20,女,18114856848,74,132,91,81,17,31,89,35,36,83,595
202102618,ejfvyd,19,男,17860608670,103,29,140,120,55,77,12,1,53,98,585
202102619,mvhadk,17,男,13627053547,38,80,79,16,41,85,3,30,94,44,472
202102620,hsiuor,23,女,13667415329,17,73,98,85,81,18,14,36,27,49,481
202102621,fuechi,23,女,18834915993,25,50,84,51,43,73,53,26,14,35,429
202102622,eurvcr,20,女,17585716137,94,97,19,19,61,89,35,23,39,3,385
202102623,afmina,21,女,15816894926,34,79,17,133,64,25,46,2,26,48,440
202102624,qeutjp,24,女,18952115794,109,115,89,46,62,38,61,35,91,47,584
202102625,mmeuum,22,女,18118513646,66,96,113,72,95,32,11,38,84,96,637
202102626,iuzqbs,17,女,18933588340,126,77,137,23,55,19,66,94,17,56,544
202102627,ajgeym,22,女,18053962138,11,46,101,140,76,69,49,85,82,26,674
202102628,vtnxwm,24,男,13537905257,146,83,92,100,69,88,97,73,73,90,765
202102629,eupabd,17,男,18020814459,36,124,30,20,58,2,34,28,9,38,343
202102630,ljjnii,16,女,15977497440,122,138,148,5,33,2,82,7,21,42,478
202102631,rwxjua,22,女,13552940931,75,58,70,59,36,63,100,60,53,70,569
202102632,soersd,18,男,18947772770,124,135,133,102,8,3,14,44,44,0,483
202102633,xoinlc,21,女,18518851014,137,15,63,79,67,27,30,32,52,97,462
202102634,qwptev,21,男,17555017611,102,130,130,41,1,74,48,53,0,19,496
202102635,ywaklr,19,男,18775169686,6,137,91,104,39,66,63,85,46,26,657
202102636,hmeffw,25,男,18194901410,62,40,88,74,40,58,36,62,59,32,489
202102637,bnbsky,22,男,14934808141,136,57,32,78,49,64,65,29,68,60,502
202102638,qfmcro,18,男,17340065986,74,90,43,149,99,36,61,14,29,55,576
202102639,upzwls,26,男,18781755837,49,16,54,124,69,87,90,16,70,22,548
202102640,qcpjfq,19,男,15742467807,139,127,120,98,77,55,81,99,49,98,804
202102641,fpcuhm,25,男,18055977357,123,92,35,124,82,7,39,85,88,29,581
202102642,imcntb,25,男,15717535193,48,106,57,102,14,21,42,95,37,18,492
202102643,ofemdg,26,女,17898426474,68,78,126,19,2,67,23,50,17,88,470
202102644,townyr,17,女,17379769671,140,3,76,125,30,41,34,18,44,15,386
202102645,lwmmtu,25,女,15981181390,155,58,79,101,68,61,97,46,92,77,679
202102646,ftaukf,17,女,17771269196,34,80,106,73,67,54,67,50,88,66,651
202102647,rskhut,24,女,18870207337,46,109,90,50,0,88,100,42,94,14,587
202102648,tuzgxm,20,女,13579458379,16,50,16,19,26,96,80,96,75,90,548
202102649,alparq,20,女,18070934718,55,144,4,115,13,20,43,63,90,7,499
202102650,hgbklk,20,女,18056565086,125,41,35,109,42,7,44,77,0,27,382
202102651,mmkwqx,22,男,13090376474,56,14,25,102,33,89,33,62,76,58,492
202102652,fahceu,17,女,18616543925,87,35,104,106,35,45,22,88,4,35,474
202102653,dejesa,24,女,18738876026,56,147,81,14,65,36,23,46,17,1,430
202102654,qmcwwt,26,女,18935528310,118,102,18,35,31,39,43,96,24,53,441
202102655,latvqu,23,男,18076777030,72,55,119,48,24,43,70,28,67,66,520
202102656,ekudjz,26,女,13096382983,102,106,89,83,91,99,77,76,13,8,642
202102657,rtvgco,21,男,13181240422,32,131,86,113,71,32,81,92,95,66,767
202102658,fwkmfk,23,男,15882880472,125,114,93,135,47,3,62,32,4,61,551
202102659,tehvuu,17,男,13353185341,135,100,3,64,63,98,65,73,73,43,582
202102660,pgrfgl,22,男,13331053104,91,30,129,98,23,47,3,56,15,31,432
202102661,vnrkam,16,男,17332520439,89,81,145,136,45,86,23,12,10,92,630
202102662,reqkmp,24,女,15349309520,146,100,141,115,1,5,41,68,59,73,603
202102663,mzwzkx,20,男,18713972716,45,2,143,19,75,9,43,61,24,18,394
202102664,lxjtns,23,男,18031241861,157,115,46,150,30,0,25,0,46,32,444
202102665,nrxkzs,16,女,15944649479,62,103,0,106,51,67,70,10,60,47,514
202102666,ykblld,19,男,18841421153,108,50,57,19,86,100,18,46,2,84,462
202102667,ljwqsq,18,女,13547978645,65,18,3,84,28,24,8,83,60,18,326
202102668,krmgbf,21,男,18778344377,13,26,19,13,35,45,98,44,22,57,359
202102669,sudxja,24,男,13356537558,16,94,120,8,35,90,78,14,88,10,537
202102670,btgwhq,22,女,14950289238,78,138,102,26,84,42,63,2,11,73,541
202102671,jjplao,22,男,13028506722,134,19,112,131,86,11,61,10,83,35,548
202102672,pyktyf,26,女,15921603234,98,150,143,65,34,75,14,8,76,13,578
202102673,aqdosn,24,女,18847739000,105,128,132,39,73,73,37,71,13,65,631
202102674,qrqpnr,26,女,18074467051,55,142,54,28,31,10,45,96,54,0,460
202102675,jrmwau,23,女,18510623915,69,32,131,134,25,18,3,28,88,31,490
202102676,jgydas,18,女,13028752263,122,130,132,116,61,37,35,0,59,25,595
202102677,tjjqxt,21,女,18163511018,67,140,150,124,58,89,52,69,40,50,772
202102678,knnkqs,18,男,18956488902,33,0,25,107,27,88,59,4,9,20,339
202102679,lakfcw,26,男,17823200238,8,46,55,114,88,9,33,85,64,35,529
202102680,tetbao,25,女,18794909877,73,115,81,146,68,27,60,61,27,21,606
202102681,jfqdcd,21,女,18943471488,104,92,79,81,38,92,23,90,52,22,569
202102682,hkbmxc,19,男,17332916635,14,31,9,87,14,75,31,97,27,79,450
202102683,rfqioi,18,男,17721864082,30,71,109,89,39,51,21,53,71,0,504
202102684,pgygon,22,男,15883465802,5,13,36,109,2,30,64,25,69,97,445
202102685,zbfxtd,22,男,13386677187,104,75,15,148,99,100,26,44,27,8,542
202102686,tmxvom,24,男,13390076429,71,137,6,108,90,56,76,24,60,96,653
202102687,cojyjk,18,女,18857559806,1,8,73,54,86,41,81,23,30,78,474
202102688,mgcemt,26,女,17775182528,42,29,47,74,77,21,80,29,86,72,515
202102689,qksqsj,19,男,17843529388,82,104,32,101,28,29,64,4,27,5,394
202102690,mbxelt,23,女,13659940990,26,26,143,13,81,15,39,75,36,28,456
202102691,pcapwr,21,女,13647845871,19,46,80,122,41,11,49,69,0,65,483
202102692,jycfao,22,男,18155193112,135,125,79,5,43,8,52,50,25,45,432
202102693,djfujp,17,男,13138137601,126,142,23,90,4,98,50,32,83,47,569
202102694,fobech,21,男,18945106418,53,98,5,47,12,59,7,53,10,76,367
202102695,pmnbyl,18,男,18887565653,164,115,62,20,50,46,25,21,55,76,470
202102696,dszxln,16,男,18615822893,124,63,74,111,14,87,27,0,86,51,513
202102697,admwla,23,女,17394849814,92,46,19,78,14,97,48,13,76,98,489
202102698,yqbqos,23,女,18164492812,50,103,130,58,88,36,38,3,78,59,593
202102699,gikkcu,21,男,17373689119,104,62,84,32,7,80,95,19,85,83,547
202102700,wtvetn,23,女,17513494845,105,17,123,111,58,40,43,24,35,60,511
202102701,pbmzma,25,男,15896396256,5,49,76,61,50,46,75,35,77,13,482
202102702,djthxl,22,女,13359442439,160,125,21,53,47,73,13,62,91,89,574
202102703,epygue,23,女,17811918928,9,47,93,41,71,81,39,41,66,11,490
202102704,fjrwmd,20,女,13071933181,111,103,30,70,49,82,87,83,21,30,555
202102705,kgtpro,25,女,13562662667,46,32,7,8,95,6,95,67,39,71,420
202102706,vvtvkf,23,男,18567451238,55,90,129,9,75,94,96,21,50,0,564
202102707,ijeexx,16,男,18075074053,87,114,115,74,45,20,14,55,70,24,531
202102708,gsapkk,21,女,18066687612,9,26,57,70,59,65,5,53,66,17,418
202102709,frzimx,23,女,18045584893,102,86,134,135,9,6,47,4,24,23,468
202102710,prazmu,23,男,13158246195,57,10,114,7,11,14,25,84,24,5,294
202102711,wulszl,25,女,13343077149,118,81,141,37,12,43,1,8,42,90,455
202102712,ynbtju,24,男,17875349451,88,108,28,40,89,66,34,64,22,62,513
202102713,czkvkb,22,男,17347927672,21,113,119,24,4,88,67,4,4,70,493
202102714,qdiffy,17,男,18731166105,14,101,1,105,80,98,43,70,53,48,599
202102715,unqdgc,18,女,17743037354,82,117,98,101,23,18,15,58,79,45,554
